group,time,cum.in,lci,uci
Trial,108,0.0376532399299474,0.02539404553415059,0.049912434325744326
Trial,109,0.0376532399299474,0.02539404553415059,0.049912434325744326
Trial,111,0.0376532399299474,0.02539404553415059,0.049912434325744326
Trial,112,0.04378283712784592,0.031523642732048995,0.049912434325744326
Trial,114,0.04378283712784592,0.031523642732048995,0.05604203152364273
Trial,118,0.04378283712784592,0.031523642732048995,0.05604203152364273
Trial,119,0.04378283712784592,0.031523642732048995,0.05604203152364273
Trial,121,0.04378283712784592,0.031523642732048995,0.05604203152364273
Trial,126,0.04378283712784592,0.031523642732048995,0.05604203152364273
Trial,129,0.04378283712784592,0.031523642732048995,0.05604203152364273
Trial,130,0.049912434325744326,0.0376532399299474,0.06217162872154114
Trial,131,0.049912434325744326,0.0376532399299474,0.06217162872154114
Trial,132,0.049912434325744326,0.0376532399299474,0.06217162872154114
Trial,134,0.049912434325744326,0.0376532399299474,0.06217162872154114
Trial,135,0.049912434325744326,0.0376532399299474,0.06217162872154114
Trial,137,0.049912434325744326,0.0376532399299474,0.06830122591943955
Trial,138,0.05604203152364273,0.04378283712784592,0.06830122591943955
Trial,139,0.05604203152364273,0.04378283712784592,0.06830122591943955
Trial,145,0.05604203152364273,0.04378283712784592,0.06830122591943955
Trial,151,0.05604203152364273,0.04378283712784592,0.06830122591943955
Trial,155,0.05604203152364273,0.04378283712784592,0.06830122591943955
Trial,172,0.05604203152364273,0.04378283712784592,0.07443082311733795
Trial,175,0.05604203152364273,0.04378283712784592,0.07443082311733795
Trial,183,0.06217162872154114,0.04378283712784592,0.07443082311733795
Trial,193,0.06217162872154114,0.04378283712784592,0.07443082311733795
Trial,194,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,196,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,199,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,200,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,201,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,203,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,204,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,205,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,207,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,208,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,209,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,210,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,215,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,217,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,218,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,220,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,221,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,225,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,226,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,227,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,228,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,229,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,231,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,233,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,236,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,237,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,238,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,239,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,240,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,242,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,243,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,244,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,245,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,247,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,248,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,249,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,250,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,251,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,252,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,253,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,254,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,255,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,256,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,257,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,258,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,259,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,260,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,261,0.06217162872154114,0.049912434325744326,0.07443082311733795
Trial,263,0.06217162872154114,0.049912434325744326,0.08056042031523647
Trial,264,0.06830122591943955,0.049912434325744326,0.08056042031523647
Trial,265,0.06830122591943955,0.049912434325744326,0.08056042031523647
Trial,266,0.06830122591943955,0.049912434325744326,0.08056042031523647
Trial,267,0.06830122591943955,0.049912434325744326,0.08056042031523647
Trial,268,0.06830122591943955,0.049912434325744326,0.08056042031523647
Trial,269,0.06830122591943955,0.049912434325744326,0.08056042031523647
Trial,270,0.06830122591943955,0.049912434325744326,0.08056042031523647
Trial,271,0.06830122591943955,0.049912434325744326,0.08056042031523647
Trial,272,0.06830122591943955,0.049912434325744326,0.08056042031523647
Trial,273,0.06830122591943955,0.05604203152364273,0.08669001751313488
Trial,274,0.06830122591943955,0.05604203152364273,0.08669001751313488
Trial,275,0.06830122591943955,0.05604203152364273,0.08669001751313488
Trial,276,0.06830122591943955,0.05604203152364273,0.08669001751313488
Trial,280,0.06830122591943955,0.05604203152364273,0.08669001751313488
Trial,284,0.06830122591943955,0.05604203152364273,0.08669001751313488
Trial,285,0.06830122591943955,0.05604203152364273,0.08669001751313488
Trial,286,0.06830122591943955,0.05604203152364273,0.08669001751313488
Trial,287,0.06830122591943955,0.05604203152364273,0.08669001751313488
Trial,288,0.07443082311733795,0.05604203152364273,0.09281961471103328
Trial,290,0.07443082311733795,0.05604203152364273,0.09281961471103328
Trial,291,0.07443082311733795,0.05604203152364273,0.09281961471103328
Trial,292,0.07443082311733795,0.05604203152364273,0.09281961471103328
Trial,293,0.07443082311733795,0.05604203152364273,0.09281961471103328
Trial,294,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,295,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,296,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,297,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,298,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,299,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,300,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,301,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,302,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,303,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,304,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,305,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,306,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,307,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,308,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,309,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,310,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,317,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,334,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,335,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,341,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,346,0.07443082311733795,0.06217162872154114,0.09281961471103328
Trial,357,0.07443082311733795,0.06217162872154114,0.09281961471103328
