group,time,cum.in,lci,uci
Trial,7,8.756567425569628e-4,8.756567425569628e-4,8.756567425569628e-4
Trial,13,8.756567425569628e-4,8.756567425569628e-4,0.007005253940455369
Trial,18,8.756567425569628e-4,8.756567425569628e-4,0.007005253940455369
Trial,25,8.756567425569628e-4,8.756567425569628e-4,0.007005253940455369
Trial,27,0.007005253940455369,8.756567425569628e-4,0.007005253940455369
Trial,28,0.007005253940455369,8.756567425569628e-4,0.013134851138353776
Trial,30,0.007005253940455369,8.756567425569628e-4,0.013134851138353776
Trial,35,0.007005253940455369,8.756567425569628e-4,0.013134851138353776
Trial,36,0.007005253940455369,0.007005253940455369,0.013134851138353776
Trial,39,0.013134851138353776,0.007005253940455369,0.019264448336252182
Trial,42,0.013134851138353776,0.007005253940455369,0.019264448336252182
Trial,46,0.013134851138353776,0.007005253940455369,0.019264448336252182
Trial,52,0.013134851138353776,0.007005253940455369,0.019264448336252182
Trial,53,0.019264448336252182,0.007005253940455369,0.02539404553415059
Trial,54,0.019264448336252182,0.007005253940455369,0.02539404553415059
Trial,60,0.019264448336252182,0.013134851138353776,0.02539404553415059
Trial,61,0.019264448336252182,0.013134851138353776,0.031523642732048995
Trial,63,0.019264448336252182,0.013134851138353776,0.031523642732048995
Trial,64,0.02539404553415059,0.013134851138353776,0.031523642732048995
Trial,69,0.02539404553415059,0.013134851138353776,0.031523642732048995
Trial,71,0.02539404553415059,0.019264448336252182,0.0376532399299474
Trial,72,0.02539404553415059,0.019264448336252182,0.0376532399299474
Trial,75,0.02539404553415059,0.019264448336252182,0.0376532399299474
Trial,76,0.031523642732048995,0.019264448336252182,0.0376532399299474
Trial,78,0.031523642732048995,0.019264448336252182,0.0376532399299474
Trial,87,0.031523642732048995,0.019264448336252182,0.04378283712784592
Trial,89,0.031523642732048995,0.019264448336252182,0.04378283712784592
Trial,92,0.031523642732048995,0.02539404553415059,0.04378283712784592
Trial,94,0.031523642732048995,0.02539404553415059,0.04378283712784592
Trial,95,0.0376532399299474,0.02539404553415059,0.04378283712784592
Trial,105,0.0376532399299474,0.02539404553415059,0.049912434325744326
Trial,107,0.0376532399299474,0.02539404553415059,0.049912434325744326
